stanley	0.046	26.562	228
nguyen	0.046	26.608	229
george	0.046	26.653	230
jacobs	0.046	26.699	231
reid	0.046	26.745	232
kim	0.045	26.79	233
fuller	0.045	26.835	234
lynch	0.045	26.88	235
dean	0.045	26.925	236
gilbert	0.045	26.97	237
garrett	0.045	27.015	238
romero	0.045	27.059	239
welch	0.044	27.104	240
larson	0.044	27.148	241
frazier	0.044	27.192	242
burke	0.044	27.235	243
hanson	0.043	27.279	244
day	0.043	27.322	245
mendoza	0.043	27.365	246
moreno	0.043	27.407	247
bowman	0.043	27.45	248
medina	0.042	27.492	249
fowler	0.042	27.535	250
brewer	0.042	27.577	251
hoffman	0.042	27.619	252
carlson	0.042	27.661	253
silva	0.042	27.703	254
pearson	0.042	27.744	255
holland	0.042	27.786	256
douglas	0.041	27.827	257
fleming	0.041	27.868	258
jensen	0.041	27.909	259
vargas	0.041	27.95	260
byrd	0.041	27.991	261
davidson	0.041	28.032	262
hopkins	0.041	28.072	263
may	0.04	28.113	264
terry	0.04	28.153	265
herrera	0.04	28.193	266
wade	0.04	28.233	267
soto	0.04	28.273	268
walters	0.04	28.313	269
curtis	0.04	28.352	270
neal	0.039	28.392	271
caldwell	0.039	28.431	272
lowe	0.039	28.471	273
jennings	0.039	28.51	274
barnett	0.039	28.549	275
graves	0.039	28.588	276
jimenez	0.039	28.628	277
horton	0.039	28.667	278
shelton	0.039	28.706	279
barrett	0.039	28.745	280
obrien	0.039	28.783	281
castro	0.039	28.822	282
sutton	0.038	28.86	283
gregory	0.038	28.899	284
mckinney	0.038	28.937	285
lucas	0.038	28.975	286
miles	0.038	29.013	287
craig	0.038	29.051	288
rodriquez	0.037	29.088	289
chambers	0.037	29.126	290
holt	0.037	29.163	291
lambert	0.037	29.2	292
fletcher	0.037	29.237	293
watts	0.037	29.274	294
bates	0.037	29.311	295
hale	0.037	29.348	296
rhodes	0.037	29.385	297
pena	0.037	29.421	298
beck	0.037	29.458	299
newman	0.036	29.494	300
haynes	0.036	29.531	301
mcdaniel	0.036	29.567	302
mendez	0.036	29.603	303
bush	0.036	29.639	304
vaughn	0.036	29.675	305
parks	0.035	29.711	306
dawson	0.035	29.746	307
santiago	0.035	29.781	308
norris	0.035	29.817	309
hardy	0.035	29.852	310
love	0.035	29.887	311
steele	0.035	29.921	312
curry	0.035	29.956	313
powers	0.035	29.991	314
schultz	0.035	30.025	315
barker	0.035	30.06	316
guzman	0.034	30.094	317
page	0.034	30.129	318
munoz	0.034	30.163	319
ball	0.034	30.197	320
keller	0.034	30.231	321
chandler	0.034	30.265	322
weber	0.034	30.299	323
leonard	0.034	30.333	324
walsh	0.033	30.366	325
lyons	0.033	30.4	326
ramsey	0.033	30.433	327
wolfe	0.033	30.466	328
schneider	0.033	30.499	329
mullins	0.033	30.532	330
benson	0.033	30.565	331
sharp	0.033	30.598	332
bowen	0.033	30.631	333
daniel	0.033	30.663	334
barber	0.032	30.696	335
cummings	0.032	30.728	336
hines	0.032	30.76	337
baldwin	0.032	30.793	338
griffith	0.032	30.824	339
valdez	0.032	30.856	340
hubbard	0.032	30.888	341
salazar	0.032	30.92	342
reeves	0.032	30.951	343
warner	0.031	30.983	344
stevenson	0.031	31.014	345
burgess	0.031	31.045	346
santos	0.031	31.076	347
tate	0.031	31.107	348
cross	0.031	31.138	349
garner	0.031	31.169	350
mann	0.031	31.2	351
mack	0.031	31.231	352
moss	0.031	31.262	353
thornton	0.031	31.292	354
dennis	0.031	31.323	355
mcgee	0.031	31.354	356
farmer	0.03	31.384	357
delgado	0.03	31.415	358
aguilar	0.03	31.445	359
vega	0.03	31.475	360
glover	0.03	31.505	361
manning	0.03	31.535	362
cohen	0.03	31.566	363
harmon	0.03	31.596	364
rodgers	0.03	31.626	365
robbins	0.03	31.656	366
newton	0.03	31.686	367
todd	0.03	31.716	368
blair	0.03	31.746	369
higgins	0.03	31.776	370
ingram	0.03	31.806	371
reese	0.03	31.836	372
cannon	0.03	31.865	373
strickland	0.03	31.895	374
townsend	0.03	31.925	375
potter	0.03	31.955	376
goodwin	0.03	31.984	377
walton	0.03	32.014	378
rowe	0.029	32.043	379
hampton	0.029	32.073	380
ortega	0.029	32.102	381
patton	0.029	32.131	382
swanson	0.029	32.161	383
joseph	0.029	32.19	384
francis	0.029	32.219	385
goodman	0.029	32.248	386
maldonado	0.029	32.277	387
yates	0.029	32.305	388
becker	0.029	32.334	389
erickson	0.029	32.363	390
hodges	0.029	32.392	391
rios	0.029	32.421	392
conner	0.029	32.449	393
adkins	0.029	32.478	394
webster	0.028	32.506	395
norman	0.028	32.535	396
malone	0.028	32.563	397
hammond	0.028	32.591	398
flowers	0.028	32.62	399
cobb	0.028	32.648	400
moody	0.028	32.676	401
quinn	0.028	32.704	402
blake	0.028	32.732	403
maxwell	0.028	32.759	404
pope	0.028	32.787	405
floyd	0.027	32.814	406
osborne	0.027	32.842	407
paul	0.027	32.869	408
mccarthy	0.027	32.896	409
guerrero	0.027	32.924	410
lindsey	0.027	32.951	411
estrada	0.027	32.978	412
sandoval	0.027	33.005	413
gibbs	0.027	33.032	414
tyler	0.027	33.059	415
gross	0.027	33.086	416
fitzgerald	0.027	33.113	417
stokes	0.027	33.14	418
doyle	0.027	33.167	419
sherman	0.027	33.193	420
saunders	0.027	33.22	421
wise	0.027	33.247	422
colon	0.027	33.274	423
gill	0.027	33.3	424
alvarado	0.027	33.327	425
greer	0.026	33.353	426
padilla	0.026	33.38	427
simon	0.026	33.406	428
waters	0.026	33.432	429
nunez	0.026	33.459	430
ballard	0.026	33.485	431
schwartz	0.026	33.511	432
mcbride	0.026	33.536	433
houston	0.026	33.562	434
christensen	0.026	33.588	435
klein	0.026	33.614	436
pratt	0.026	33.64	437
briggs	0.026	33.666	438
parsons	0.026	33.692	439
mclaughlin	0.026	33.717	440
zimmerman	0.026	33.743	441
french	0.026	33.769	442
buchanan	0.026	33.794	443
moran	0.026	33.82	444
copeland	0.025	33.845	445
roy	0.025	33.871	446
pittman	0.025	33.896	447
brady	0.025	33.922	448
mccormick	0.025	33.947	449
holloway	0.025	33.972	450
brock	0.025	33.998	451
poole	0.025	34.023	452
frank	0.025	34.048	453
logan	0.025	34.073	454
owen	0.025	34.098	455
bass	0.025	34.122	456
marsh	0.025	34.147	457
drake	0.025	34.172	458
wong	0.025	34.197	459
jefferson	0.025	34.221	460
park	0.025	34.246	461
morton	0.025	34.271	462
abbott	0.025	34.295	463
sparks	0.025	34.32	464
patrick	0.024	34.344	465
norton	0.024	34.369	466
huff	0.024	34.393	467
clayton	0.024	34.417	468
massey	0.024	34.442	469
lloyd	0.024	34.466	470
figueroa	0.024	34.49	471
carson	0.024	34.514	472
bowers	0.024	34.538	473
roberson	0.024	34.563	474
barton	0.024	34.587	475
tran	0.024	34.611	476
lamb	0.024	34.635	477
harrington	0.024	34.659	478
casey	0.024	34.683	479
boone	0.024	34.706	480
cortez	0.024	34.73	481
clarke	0.024	34.754	482
mathis	0.024	34.778	483
singleton	0.024	34.801	484
wilkins	0.024	34.825	485
cain	0.024	34.849	486
bryan	0.024	34.872	487
underwood	0.024	34.896	488
hogan	0.024	34.92	489
mckenzie	0.023	34.943	490
collier	0.023	34.966	491
luna	0.023	34.99	492
phelps	0.023	35.013	493
mcguire	0.023	35.036	494
allison	0.023	35.059	495
bridges	0.023	35.083	496
wilkerson	0.023	35.106	497
nash	0.023	35.129	498
summers	0.023	35.152	499
atkins	0.023	35.175	500
wilcox	0.023	35.198	501
pitts	0.023	35.221	502
conley	0.023	35.244	503
marquez	0.023	35.267	504
burnett	0.023	35.29	505
richard	0.023	35.313	506
cochran	0.023	35.335	507
chase	0.023	35.358	508
davenport	0.023	35.381	509
hood	0.023	35.404	510
gates	0.023	35.427	511
clay	0.023	35.449	512
ayala	0.023	35.472	513
sawyer	0.023	35.495	514
roman	0.023	35.517	515
vazquez	0.023	35.54	516
dickerson	0.023	35.562	517
hodge	0.022	35.585	518
acosta	0.022	35.607	519
flynn	0.022	35.63	520
espinoza	0.022	35.652	521
nicholson	0.022	35.675	522
monroe	0.022	35.697	523
wolf	0.022	35.719	524
morrow	0.022	35.741	525
kirk	0.022	35.763	526
randall	0.022	35.785	527
anthony	0.022	35.807	528
whitaker	0.022	35.829	529
oconnor	0.022	35.851	530
skinner	0.022	35.873	531
ware	0.022	35.895	532
molina	0.022	35.916	533
kirby	0.022	35.938	534
huffman	0.022	35.96	535
bradford	0.022	35.982	536
charles	0.022	36.003	537
gilmore	0.022	36.025	538
dominguez	0.022	36.046	539
oneal	0.022	36.068	540
bruce	0.022	36.09	541
lang	0.021	36.111	542
combs	0.021	36.132	543
kramer	0.021	36.154	544
heath	0.021	36.175	545
hancock	0.021	36.196	546
gallagher	0.021	36.218	547
gaines	0.021	36.239	548
shaffer	0.021	36.26	549
short	0.021	36.281	550
wiggins	0.021	36.302	551
mathews	0.021	36.323	552
mcclain	0.021	36.344	553
fischer	0.021	36.365	554
wall	0.021	36.386	555
small	0.021	36.407	556
melton	0.021	36.428	557
hensley	0.021	36.449	558
bond	0.021	36.47	559
dyer	0.021	36.491	560
cameron	0.021	36.511	561
grimes	0.021	36.532	562
contreras	0.021	36.553	563
christian	0.021	36.573	564
wyatt	0.021	36.594	565
baxter	0.021	36.615	566
snow	0.021	36.635	567
mosley	0.021	36.656	568
shepherd	0.021	36.677	569
larsen	0.021	36.697	570
hoover	0.021	36.718	571
beasley	0.02	36.738	572
glenn	0.02	36.758	573
petersen	0.02	36.779	574
whitehead	0.02	36.799	575
meyers	0.02	36.819	576
keith	0.02	36.84	577
garrison	0.02	36.86	578
vincent	0.02	36.88	579
shields	0.02	36.9	580
horn	0.02	36.92	581
savage	0.02	36.941	582
olsen	0.02	36.961	583
schroeder	0.02	36.981	584
hartman	0.02	37.001	585
woodard	0.02	37.021	586
mueller	0.02	37.041	587
kemp	0.02	37.061	588
deleon	0.02	37.081	589
booth	0.02	37.101	590
patel	0.02	37.121	591
calhoun	0.02	37.14	592
wiley	0.02	37.16	593
eaton	0.02	37.18	594
cline	0.02	37.2	595
navarro	0.02	37.22	596
harrell	0.02	37.24	597
lester	0.02	37.259	598
humphrey	0.02	37.279	599
parrish	0.02	37.299	600
duran	0.02	37.318	601
hutchinson	0.02	37.338	602
hess	0.02	37.358	603
dorsey	0.02	37.377	604
bullock	0.02	37.397	605
robles	0.02	37.416	606
beard	0.019	37.436	607
dalton	0.019	37.455	608
avila	0.019	37.475	609
vance	0.019	37.494	610
rich	0.019	37.514	611
blackwell	0.019	37.533	612
york	0.019	37.552	613
johns	0.019	37.572	614
blankenship	0.019	37.591	615
trevino	0.019	37.61	616
salinas	0.019	37.63	617
campos	0.019	37.649	618
pruitt	0.019	37.668	619
moses	0.019	37.688	620
callahan	0.019	37.707	621
golden	0.019	37.726	622
montoya	0.019	37.745	623
hardin	0.019	37.764	624
guerra	0.019	37.783	625
mcdowell	0.019	37.802	626
carey	0.019	37.821	627
stafford	0.019	37.84	628
gallegos	0.019	37.859	629
henson	0.019	37.878	630
wilkinson	0.019	37.897	631
booker	0.019	37.916	632
merritt	0.019	37.935	633
miranda	0.019	37.953	634
atkinson	0.019	37.972	635
orr	0.019	37.991	636
decker	0.019	38.01	637
hobbs	0.019	38.028	638
preston	0.019	38.047	639
tanner	0.019	38.066	640
knox	0.019	38.084	641
pacheco	0.019	38.103	642
stephenson	0.018	38.121	643
glass	0.018	38.14	644
rojas	0.018	38.158	645
serrano	0.018	38.176	646
marks	0.018	38.195	647
hickman	0.018	38.213	648
english	0.018	38.231	649
sweeney	0.018	38.249	650
strong	0.018	38.267	651
prince	0.018	38.285	652
mcclure	0.018	38.304	653
conway	0.018	38.322	654
walter	0.018	38.34	655
roth	0.018	38.358	656
maynard	0.018	38.376	657
farrell	0.018	38.394	658
lowery	0.018	38.411	659
hurst	0.018	38.429	660
nixon	0.018	38.447	661
weiss	0.018	38.465	662
trujillo	0.018	38.483	663
ellison	0.018	38.5	664
sloan	0.018	38.518	665
juarez	0.018	38.536	666
winters	0.018	38.553	667
mclean	0.018	38.571	668
randolph	0.018	38.588	669
leon	0.018	38.606	670
boyer	0.018	38.624	671
villarreal	0.018	38.641	672
mccall	0.018	38.659	673
gentry	0.018	38.676	674
carrillo	0.017	38.694	675
kent	0.017	38.711	676
ayers	0.017	38.729	677
lara	0.017	38.746	678
shannon	0.017	38.763	679
sexton	0.017	38.781	680
pace	0.017	38.798	681
hull	0.017	38.815	682
leblanc	0.017	38.833	683
browning	0.017	38.85	684
velasquez	0.017	38.867	685
leach	0.017	38.884	686
chang	0.017	38.901	687
house	0.017	38.918	688
sellers	0.017	38.936	689
herring	0.017	38.953	690
noble	0.017	38.97	691
foley	0.017	38.987	692
bartlett	0.017	39.004	693
mercado	0.017	39.021	694
landry	0.017	39.037	695
durham	0.017	39.054	696
walls	0.017	39.071	697
barr	0.017	39.088	698
mckee	0.017	39.105	699
bauer	0.017	39.122	700
rivers	0.017	39.139	701
everett	0.017	39.155	702
bradshaw	0.017	39.172	703
pugh	0.017	39.189	704
velez	0.017	39.206	705
rush	0.017	39.222	706
estes	0.017	39.239	707
dodson	0.017	39.255	708
morse	0.017	39.272	709
sheppard	0.017	39.289	710
weeks	0.017	39.305	711
camacho	0.017	39.322	712
bean	0.017	39.338	713
barron	0.017	39.355	714
livingston	0.017	39.371	715
middleton	0.016	39.388	716
spears	0.016	39.404	717
branch	0.016	39.42	718
blevins	0.016	39.437	719
chen	0.016	39.453	720
kerr	0.016	39.469	721
mcconnell	0.016	39.486	722
hatfield	0.016	39.502	723
harding	0.016	39.518	724
ashley	0.016	39.535	725
solis	0.016	39.551	726
herman	0.016	39.567	727
frost	0.016	39.583	728
giles	0.016	39.599	729
blackburn	0.016	39.616	730
william	0.016	39.632	731
pennington	0.016	39.648	732
woodward	0.016	39.664	733
finley	0.016	39.68	734
mcintosh	0.016	39.696	735
koch	0.016	39.713	736
best	0.016	39.729	737
solomon	0.016	39.745	738
mccullough	0.016	39.761	739
dudley	0.016	39.777	740
nolan	0.016	39.793	741
blanchard	0.016	39.809	742
rivas	0.016	39.825	743
brennan	0.016	39.841	744
mejia	0.016	39.856	745
kane	0.016	39.872	746
benton	0.016	39.888	747
joyce	0.016	39.904	748
buckley	0.016	39.92	749
haley	0.016	39.936	750
valentine	0.016	39.952	751
maddox	0.016	39.967	752
russo	0.016	39.983	753
mcknight	0.016	39.999	754
buck	0.016	40.015	755
moon	0.016	40.03	756
mcmillan	0.016	40.046	757
crosby	0.016	40.062	758
berg	0.016	40.077	759
dotson	0.016	40.093	760
mays	0.016	40.109	761
roach	0.016	40.124	762
church	0.016	40.14	763
chan	0.016	40.155	764
richmond	0.016	40.171	765
meadows	0.016	40.187	766
faulkner	0.016	40.202	767
oneill	0.016	40.218	768
knapp	0.016	40.233	769
kline	0.015	40.248	770
barry	0.015	40.264	771
ochoa	0.015	40.279	772
jacobson	0.015	40.295	773
gay	0.015	40.31	774
avery	0.015	40.326	775
hendricks	0.015	40.341	776
horne	0.015	40.356	777
shepard	0.015	40.372	778
hebert	0.015	40.387	779
cherry	0.015	40.402	780
cardenas	0.015	40.418	781
mcintyre	0.015	40.433	782
whitney	0.015	40.448	783
waller	0.015	40.463	784
holman	0.015	40.478	785
donaldson	0.015	40.494	786
cantu	0.015	40.509	787
terrell	0.015	40.524	788
morin	0.015	40.539	789
gillespie	0.015	40.555	790
fuentes	0.015	40.57	791
tillman	0.015	40.585	792
sanford	0.015	40.6	793
bentley	0.015	40.615	794
peck	0.015	40.63	795
key	0.015	40.645	796
salas	0.015	40.66	797
rollins	0.015	40.676	798
gamble	0.015	40.691	799
dickson	0.015	40.706	800
battle	0.015	40.721	801
santana	0.015	40.736	802
cabrera	0.015	40.751	803
cervantes	0.015	40.766	804
howe	0.015	40.781	805
hinton	0.015	40.796	806
hurley	0.015	40.811	807
spence	0.015	40.825	808
zamora	0.015	40.84	809
yang	0.015	40.855	810
mcneil	0.015	40.87	811
suarez	0.015	40.885	812
case	0.015	40.9	813
petty	0.015	40.915	814
gould	0.015	40.929	815
mcfarland	0.015	40.944	816
sampson	0.015	40.959	817
carver	0.015	40.974	818
bray	0.015	40.989	819
rosario	0.015	41.003	820
macdonald	0.015	41.018	821
stout	0.015	41.033	822
hester	0.015	41.047	823
melendez	0.015	41.062	824
dillon	0.015	41.077	825
farley	0.015	41.091	826
hopper	0.015	41.106	827
galloway	0.015	41.121	828
potts	0.015	41.135	829
bernard	0.015	41.15	830
joyner	0.014	41.164	831
stein	0.014	41.179	832
aguirre	0.014	41.193	833
osborn	0.014	41.208	834
mercer	0.014	41.222	835
bender	0.014	41.236	836
franco	0.014	41.251	837
rowland	0.014	41.265	838
sykes	0.014	41.28	839
benjamin	0.014	41.294	840
travis	0.014	41.308	841
pickett	0.014	41.323	842
crane	0.014	41.337	843
sears	0.014	41.351	844
mayo	0.014	41.365	845
dunlap	0.014	41.379	846
hayden	0.014	41.394	847
wilder	0.014	41.408	848
mckay	0.014	41.422	849
coffey	0.014	41.436	850
mccarty	0.014	41.45	851
ewing	0.014	41.464	852
cooley	0.014	41.478	853
vaughan	0.014	41.492	854
bonner	0.014	41.506	855
cotton	0.014	41.52	856
holder	0.014	41.534	857
stark	0.014	41.548	858
ferrell	0.014	41.562	859
cantrell	0.014	41.575	860
fulton	0.014	41.589	861
lynn	0.014	41.603	862
lott	0.014	41.617	863
calderon	0.014	41.631	864
rosa	0.014	41.644	865
pollard	0.014	41.658	866
hooper	0.014	41.672	867
burch	0.014	41.686	868
mullen	0.014	41.7	869
fry	0.014	41.713	870
riddle	0.014	41.727	871
levy	0.014	41.741	872
david	0.014	41.754	873
duke	0.014	41.768	874
odonnell	0.014	41.782	875
guy	0.014	41.795	876
michael	0.014	41.809	877
britt	0.014	41.823	878
frederick	0.014	41.836	879
daugherty	0.014	41.85	880
berger	0.014	41.864	881
dillard	0.014	41.877	882
alston	0.014	41.891	883
jarvis	0.014	41.904	884
frye	0.014	41.918	885
riggs	0.014	41.932	886
chaney	0.014	41.945	887
odom	0.013	41.959	888
duffy	0.013	41.972	889
fitzpatrick	0.013	41.986	890
valenzuela	0.013	41.999	891
merrill	0.013	42.012	892
mayer	0.013	42.026	893
alford	0.013	42.039	894
mcpherson	0.013	42.053	895
acevedo	0.013	42.066	896
donovan	0.013	42.079	897
barrera	0.013	42.093	898
albert	0.013	42.106	899
cote	0.013	42.119	900
reilly	0.013	42.133	901
compton	0.013	42.146	902
raymond	0.013	42.159	903
mooney	0.013	42.173	904
mcgowan	0.013	42.186	905
craft	0.013	42.199	906
cleveland	0.013	42.212	907
clemons	0.013	42.226	908
wynn	0.013	42.239	909
nielsen	0.013	42.252	910
baird	0.013	42.265	911
stanton	0.013	42.278	912
snider	0.013	42.292	913
rosales	0.013	42.305	914
bright	0.013	42.318	915
witt	0.013	42.331	916
stuart	0.013	42.344	917
hays	0.013	42.357	918
holden	0.013	42.371	919
rutledge	0.013	42.384	920
kinney	0.013	42.397	921
clements	0.013	42.41	922
castaneda	0.013	42.423	923
slater	0.013	42.436	924
hahn	0.013	42.449	925
emerson	0.013	42.462	926
conrad	0.013	42.475	927
burks	0.013	42.488	928
delaney	0.013	42.501	929
pate	0.013	42.514	930
lancaster	0.013	42.527	931
sweet	0.013	42.54	932
justice	0.013	42.552	933
tyson	0.013	42.565	934
sharpe	0.013	42.578	935
whitfield	0.013	42.591	936
talley	0.013	42.604	937
macias	0.013	42.617	938
irwin	0.013	42.629	939
burris	0.013	42.642	940
ratliff	0.013	42.655	941
mccray	0.013	42.668	942
madden	0.013	42.681	943
kaufman	0.013	42.693	944
beach	0.013	42.706	945
goff	0.013	42.719	946
cash	0.013	42.732	947
bolton	0.013	42.744	948
mcfadden	0.013	42.757	949
levine	0.013	42.77	950
good	0.013	42.782	951
byers	0.013	42.795	952
kirkland	0.013	42.808	953
kidd	0.013	42.821	954
workman	0.013	42.833	955
carney	0.013	42.846	956
dale	0.013	42.859	957
mcleod	0.013	42.871	958
holcomb	0.013	42.884	959
england	0.013	42.896	960
finch	0.013	42.909	961
head	0.012	42.921	962
burt	0.012	42.934	963
hendrix	0.012	42.946	964
sosa	0.012	42.959	965
haney	0.012	42.971	966
franks	0.012	42.984	967
sargent	0.012	42.996	968
nieves	0.012	43.009	969
downs	0.012	43.021	970
rasmussen	0.012	43.033	971
bird	0.012	43.046	972
hewitt	0.012	43.058	973
lindsay	0.012	43.071	974
le	0.012	43.083	975
foreman	0.012	43.095	976
valencia	0.012	43.108	977
oneil	0.012	43.12	978
delacruz	0.012	43.132	979
vinson	0.012	43.145	980
dejesus	0.012	43.157	981
hyde	0.012	43.169	982
forbes	0.012	43.182	983
gilliam	0.012	43.194	984
guthrie	0.012	43.206	985
wooten	0.012	43.218	986
huber	0.012	43.231	987
barlow	0.012	43.243	988
boyle	0.012	43.255	989
mcmahon	0.012	43.267	990
buckner	0.012	43.279	991
rocha	0.012	43.291	992
puckett	0.012	43.303	993
langley	0.012	43.315	994
knowles	0.012	43.328	995
cooke	0.012	43.34	996
velazquez	0.012	43.352	997
whitley	0.012	43.364	998
noel	0.012	43.376	999
vang	0.012	43.388	1000
shea	0.012	43.399	1001
rouse	0.012	43.411	1002
hartley	0.012	43.423	1003
mayfield	0.012	43.435	1004
elder	0.012	43.447	1005
rankin	0.012	43.459	1006
hanna	0.012	43.471	1007
cowan	0.012	43.483	1008
lucero	0.012	43.495	1009
arroyo	0.012	43.507	1010
slaughter	0.012	43.519	1011
haas	0.012	43.531	1012
oconnell	0.012	43.542	1013
minor	0.012	43.554	1014
kendrick	0.012	43.566	1015
shirley	0.012	43.578	1016
kendall	0.012	43.59	1017
boucher	0.012	43.602	1018
archer	0.012	43.613	1019
boggs	0.012	43.625	1020
odell	0.012	43.637	1021
dougherty	0.012	43.649	1022
andersen	0.012	43.661	1023
newell	0.012	43.672	1024
crowe	0.012	43.684	1025
wang	0.012	43.696	1026
friedman	0.012	43.708	1027
bland	0.012	43.719	1028
swain	0.012	43.731	1029
holley	0.012	43.743	1030
